,Height(Inches),Weight(Pounds)
611,66.39319244743,165.064609545545
612,66.5151619602185,180.760534823182
613,69.2728126084372,202.298760151666
614,68.2319539277068,195.261990296064
615,70.4138690342612,184.232661744937
616,69.7268852052361,188.453759671202
617,65.510733890584,157.205025302195
618,69.1372693569977,196.5523243152
619,73.6661887960567,208.366179328565
620,65.8927525257603,158.184985696975
621,68.3544289583384,184.598427955692
622,70.424730529607,197.90752114977
623,72.0802011466065,202.867236668923
624,71.711124785333,199.080778987396
625,65.7291618715397,156.223958465888
626,63.8983381991847,168.299537977425
627,70.3160097119508,201.510688097382
628,65.788729792806,174.584879939493
629,69.8274641852115,196.930792028562
630,68.3311500917703,197.756770319413
631,67.7415892669206,165.64328330518
632,75.0338894406835,232.886117051993
633,73.4040585211468,192.732404676961
634,69.55476187936,192.181668737126
635,64.5390397840475,157.129277198286
636,67.5467614711226,163.495202566767
637,73.0964779848914,205.157577990748
638,66.5539810727358,171.428591885687
639,73.9916041888572,208.964583561346
640,70.8626880592361,209.759114032409
641,71.5687336966565,206.260457759816
642,65.8383911344328,177.211696598095
643,70.2755336626221,211.716253810906
644,61.773521995356,149.514839170261
645,74.8249453074994,220.336366886695
646,71.6051458474554,192.427913613357
647,67.260103577221,163.386512746963
648,70.9241944325351,199.778372639881
649,75.0596686483632,218.583687985
650,73.1008762422727,223.206451566012
651,70.6619920308473,217.951882605948
652,67.1446673494398,171.207778898624
653,67.1231534297474,147.537956155257
654,69.5249439626314,170.03718625117
655,65.2246916634494,160.836074452623
656,68.4104628205716,185.127735469558
657,68.763463696161,177.083388175076
658,67.9368688125212,188.884096818794
659,69.2378286911685,159.244886180877
660,68.46572391809,188.079276046176
661,65.6942935969472,150.960619570537
662,69.4309980463662,172.325881178479
663,66.1353914165956,166.363818692456
664,70.8770481302174,186.339824370789
665,65.9730649994945,187.658379142995
666,64.9391154197026,163.880198525282
667,68.368603321184,196.949506368912
668,69.5255513063261,189.707398780834
669,66.4556021398344,188.974847308905
670,69.474581761728,177.343917682018
671,68.730098703226,184.130431971036
672,73.7812744801257,221.240095762718
673,76.50188334064,217.882346394923
674,71.2257019248704,199.182762952512
675,64.5062104482427,164.500366620687
676,66.5038149399263,163.269889315846
677,69.2104130403531,187.624820339102
678,63.5463697191554,150.346658456669
679,69.7311284328782,202.707102372802
680,68.6082084641792,181.724836528158
681,71.464130247868,206.590856693051
682,69.5094880014557,203.985415487617
683,73.7596357420018,231.608670942233
684,68.2777867627378,195.189930156404
685,72.4546334226458,200.290004474109
686,70.7691932703988,195.353057497215
687,70.4521407449342,188.098837300362
688,68.9040988533852,194.659769774523
689,69.2384271868614,197.412091355179
690,67.2778472839007,156.416342192304
691,71.4637646915818,207.768534974947
692,68.8406335127133,171.921149933427
693,71.4059647136753,216.923291191821
694,70.144874073255,190.585376753341
695,70.6796910335925,206.119839185486
696,68.5411160545877,201.108892294769
697,71.4347269121165,206.594058750348
698,65.2208204814207,158.987186084825
699,70.7731514183424,208.223566139917
700,69.760094789524,187.812061866277
701,63.9625306846396,168.349456798515
702,70.3041632689917,196.835051662201
703,70.3168492217264,205.521885795243
704,67.4054078779366,164.574391291788
705,67.121503053709,167.191527196189
706,68.3775798868721,168.997323920848
707,69.5782389725199,184.219818154564
708,62.5322532839863,168.15332621989
709,69.3368215258868,184.119415287208
710,66.7874672787514,172.175466312667
711,75.3912922303323,218.604697288874
712,70.2136290842041,189.658273775163
713,71.1035636159129,196.759936203758
714,69.7938878917517,181.723193180931
715,66.4718444604063,175.389151760833
716,70.7137140881225,208.710438585204
717,63.618717286078,162.674975183263
718,70.5492797174363,191.31881083447
719,67.4028210941089,192.672675824117
720,71.4351749033072,213.337773308762
721,68.5934051359775,187.402530930982
722,71.4523265352799,203.448273004639
723,70.6987899471723,189.985478828833
724,71.3914644848076,197.307058582909
725,70.4856431655714,193.359946993498
726,74.4081878556543,226.701022932309
727,63.4004232290441,185.188138040552
728,68.3997191187644,171.329108454027
729,67.4298541805405,175.124366331655
730,70.8119999651241,196.221113490145
731,67.1102710065681,194.752353698099
732,67.7282199001928,184.468450401731
733,68.5508321853167,179.556789891852
734,68.619484972581,192.605638565238
735,70.605761010108,197.341247176261
736,67.0867812193882,164.175700818982
737,65.3117081851018,167.327702757749
738,69.9241467518784,185.86658428864
739,68.364634884563,193.981747611358
740,70.869804923435,205.863934518421
741,76.0123000122601,235.437966081368
742,67.9659678054035,176.966727879219
743,69.7650874422372,199.02642762377
744,69.5686723852038,200.704051660034
745,71.5600187424886,213.978596580713
746,70.9580492704939,201.663337321292
747,65.4409223111664,144.13202685088
748,70.9761245175843,202.603188030477
749,67.9928512420125,183.958089153383
750,70.5185150906246,199.568441028307
751,69.1091914382834,176.045407011543
752,71.6055730996525,194.932568526505
753,69.8895585817577,203.518326493008
754,66.4568987750028,166.684648751465
755,70.2913541843552,207.508542611603
756,62.6199652024419,152.852974718754
757,66.621681831888,146.230804742359
758,65.3502881767895,156.761337138797
759,71.6067398889196,209.964943185152
760,69.4129144287566,183.902110439132
761,69.8938135929651,200.796854476097
762,65.665958564131,164.21563918356
763,64.4082732512145,154.641041608773
764,68.62688583476,189.44924046642
765,69.6002826442675,176.594888560523
766,67.4532312427657,173.272217789955
767,68.1699945979806,185.253109882045
768,69.553614036104,203.811090942794
769,65.7472979878932,182.051690329734
770,73.1223931509758,201.703778019228
771,66.6209260032382,177.842655342218
772,69.1459089866395,202.628196093564
773,65.965795047667,186.225430725101
774,67.2032664163271,185.454007229585
775,65.4539571708589,175.84448504479
776,73.0300920269224,209.587800507552
777,68.3172449023022,179.370856017665
778,66.3342814592302,165.368276469302
779,72.3619834817878,198.262970327058
780,67.7174274900004,184.931804199742
781,70.4775913017474,200.247996191067
782,71.1629916473587,199.443988986417
783,69.3547795615889,202.332215731187
784,70.0972376450384,201.993728023585
785,69.2972916961487,197.358760710745
786,63.3099692849417,157.003543665807
787,67.8872298890947,183.343327242353
788,73.2029699010359,203.023116063971
789,73.1411550985637,193.926034192487
790,70.8959825454072,195.601365349029
791,72.1426926653778,214.853925271526
792,72.1327778674956,184.147188834447
793,71.2066187430906,193.743259981117
794,66.2521505114177,170.109499628414
795,72.3415887742695,205.699621116357
796,68.068922111764,166.263500115293
797,71.3973089137367,198.406733806725
798,65.7260320477284,169.675260295768
799,67.1104474203962,160.050285251246
800,72.2150349075593,204.937760149992
801,63.0097830848321,147.901820043978
802,69.5691552119986,180.949823360142
803,70.4040016797078,217.837244762115
804,68.0302155969993,189.361639792627
805,69.7779103180642,176.090289339977
806,62.0786351862267,130.277274850818
807,65.8344196799245,159.319115073327
808,70.7809360391759,191.96817787473
809,69.5714302095419,182.154139159232
810,67.3270648124962,188.35172566903
811,67.8146018831068,191.760001792547
812,66.682242766975,162.766968330461
813,69.6397087490569,197.596213071005
814,64.7742374037153,182.589844094188
815,73.9629410745522,200.007160851719
816,67.9333838365102,184.409520002429
817,66.7700394702836,165.489768001822
818,68.936357575679,176.652179225913
819,76.4345587137262,228.872990637662
820,68.996145368249,180.350924390491
821,73.5018396237801,225.972218321773
822,69.6031034024769,189.816644900283
823,72.067379985717,202.262074138673
824,70.4892245364657,178.918714208691
825,67.0348505611985,167.044233115506
826,66.184108496297,172.637611536679
827,68.6942095017358,179.962508790081
828,66.6532337437077,160.147436127873
829,69.8386570782748,178.392482558206
830,66.2450648070515,154.588689585938
831,72.8110316092765,208.848846495439
832,64.4747469568808,169.430634272192
833,69.7544793252549,181.641048884472
834,70.6614443891591,203.844791576438
835,72.4706184938672,184.446325303497
836,68.1715328455939,199.70181147917
837,72.9871714255633,206.62939921236
838,70.5335647702984,196.584345936451
839,70.0469530715995,190.002405191259
840,69.0160671628343,196.76390754959
841,73.5491622682398,222.297492120609
842,68.118097827498,180.0656094066
843,68.2876370331869,178.432597736547
844,71.527047694968,202.748739711506
845,73.3965429282898,220.945760743646
846,69.8445640844681,198.630278194117
847,70.15196587967,203.734480758039
848,66.2997258732792,150.149361277111
849,76.4929339594115,227.139295974484
850,71.0323851971723,186.762487511985
851,66.6310409367559,170.421149332108
852,66.0755368151504,182.428002531571
853,70.6131624145417,187.472023542885
854,65.2034806844673,158.664555216949
855,66.8618612870774,175.797275435425
856,73.7579982986776,220.770232006582
857,69.8980860723227,195.758935463703
858,69.5273197188296,189.027367850759
859,66.7444774700376,154.126850429328
860,69.0744920316712,179.38681672232
861,68.5617507293083,172.195363687745
862,70.3225500128014,190.461776758205
863,71.9491204211446,208.088946513166
864,70.9165517924984,191.883267018275
865,70.37112335334,197.382415661258
866,67.796477151995,189.683151319762
867,68.6999956299772,208.068199264981
868,69.1146317960513,188.717272552453
869,67.6971036455845,187.42389642109
870,71.2803302309239,217.903599366613
871,71.4275751935442,201.842808664398
872,71.0433563208046,204.627727659118
873,64.7262559397982,143.347565498203
874,67.1481594371304,182.03124803657
875,72.29169702561,202.104371634163
876,70.2428661701033,192.796112562644
877,64.457857849175,158.916699285487
878,74.4649885443558,213.482102570528
879,65.2989151495077,162.818275468988
880,72.7495261139615,212.180718812816
881,65.7181787540213,155.175542786984
882,68.8900949391591,194.681434643233
883,73.0384086139,209.475388083627
884,69.86074638417,198.321828121241
885,69.8611969523225,179.662496461814
886,71.7655616628825,192.690383151505
887,66.8208458858784,179.801568231632
888,67.7876938262705,190.506795646304
889,69.2507138496364,196.141144482203
890,68.9296721083659,180.826457432256
891,68.9971098556648,186.63531299665
892,66.3739949336111,167.784391028618
893,66.3765193269966,179.468886431732
894,69.0545697565698,181.360351242341
895,65.6674754047304,161.422210929555
896,62.7528775216661,149.7597060165
897,66.577986705883,161.201890594841
898,67.2721706595338,187.363365848207
899,69.836551651926,176.011673267755
900,74.216430944514,238.569450876454
901,71.2305285617873,209.032876811002
902,70.7628651265818,194.796567253093
903,67.8789538779499,163.724432624055
904,67.1145266908252,182.512451120851
905,66.5398122216795,175.093254689416
906,67.0912186560557,180.880724606769
907,68.8934176530557,172.654237864262
908,71.8826967420196,207.57561358173
909,70.5318761057351,194.009472984818
910,69.2081081950178,187.867102546193
911,66.8547377457483,161.223964804125
912,77.1608008945486,228.707300850029
913,68.1985373165711,176.456828376649
914,66.7957930920407,186.993898606724
915,74.0702062076238,218.423584474029
916,69.6917430451575,184.618952908832
917,70.4827574106373,199.359223999908
918,66.2029636090014,164.63446367018
919,71.8578879072308,193.429989763484
920,65.975207182975,171.076831440131
921,72.6769610901306,217.561415368678
922,69.8120217064516,188.064983938564
923,69.0431459809296,178.184817464393
924,63.8506783939551,151.996661485131
925,64.9097852365578,145.176135872661
926,65.045444008848,147.66026013933
927,68.8743961941656,183.438539153398
928,69.9822194992417,178.348439117701
929,62.709303709749,152.820468105226
930,66.9234367580027,173.634257094193
931,67.2690439717089,180.035672697479
932,72.1225255313879,200.336805594253
933,69.6114032550123,170.296196746773
934,65.18470087045,166.73855470482
935,74.0802749473551,194.778854330805
936,61.121828632923,152.79113008658
937,68.321452866911,206.426146941539
938,63.9529283994475,164.77147535216
939,68.5813735185472,181.167060950369
940,64.9259089634653,185.00185417842
941,69.6597535242007,209.520424599613
942,71.1207533229965,197.345436026506
943,62.8041907055702,148.605042361239
944,70.8112617091695,201.224277133599
945,69.5495105694549,199.193814754676
946,67.0323461956309,188.459689131546
947,67.396834254227,178.300196634959
948,69.3718433314283,173.430169608834
949,74.5451369404472,218.437567908138
950,66.5565249852091,173.386830210271
951,67.2599528243859,186.320797193534
952,66.0019677250915,165.167722781655
953,67.2835074243167,203.135759560563
954,67.924633636526,161.670827844243
955,66.0576338070287,164.470503879209
956,65.8445804640368,170.792356904563
957,69.031062851652,170.310122186155
958,70.3271164111783,192.497160869606
959,66.5343065072948,166.37125799811
960,71.4716748983661,196.540959991148
961,70.0469307663445,183.619620777862
962,68.6057105628212,187.291391863172
963,68.9823807296095,178.282409486653
964,73.7888849042811,222.397560523835
965,69.0728108169759,190.587912957767
966,73.1879491114706,204.103816962433
967,68.6773844055852,192.196246087213
968,64.9223362561123,179.40909186231
969,66.1112291402564,192.765580966011
970,67.7489898525367,169.740272090197
971,71.8139035569294,192.816441679395
972,69.1954412203952,185.72919613365
973,67.4071716573248,188.5940922367
974,69.8766334089165,179.680930323501
975,64.366676724607,162.495082455027
976,67.492853857301,183.383780173245
977,73.1224332056134,221.445902076745
978,67.6529454789154,188.889864542325
979,68.5379018504103,191.822914272445
980,70.7247580226813,214.261518198021
981,68.230150312392,182.382822151331
982,67.6971234115329,163.939878580161
983,73.7167427530004,198.462226895361
984,68.8584572194312,187.395085781024
985,66.473765965897,175.947367804346
986,69.9722813210905,188.625911160118
987,67.5561832236562,200.77969103152
988,74.2720186547956,209.937492806304
989,72.0938599798142,201.862658416185
990,69.5697796657481,182.79484420997
991,71.6140894517358,206.163432503748
992,67.1385496121352,171.876966350462
993,68.4156512567171,171.321216279214
994,78.0958674715774,255.690834836788
995,68.6426275979686,178.816794561407
996,70.0268418933568,186.35870219412
997,74.3256770078908,220.845727450162
998,72.2316362418495,202.137160078903
999,67.6666640962661,193.081646916164
1000,66.4241871307394,157.288087962353
1001,65.07111347024,180.756525640392
1002,69.1569821008043,206.515190253783
1003,67.8053118990619,180.004548166251
1004,68.2387453921122,193.983821325417
1005,72.5488519758884,203.627583742114
1006,74.0564268450105,211.730517311015
1007,73.2367882181052,201.099800596744
1008,72.837684879727,212.204039573755
1009,68.2698199019828,167.910728878334
1010,70.0718191269297,207.086675062813
1011,71.7386947669324,185.842621819595
1012,68.6739597005891,172.847184869266
1013,70.1821393878583,184.723330838492
1014,66.9466142031627,182.369716830891
1015,67.6759885362138,188.311394125276
1016,67.9035731889727,168.677913221024
1017,67.1994321067045,173.488599343786
1018,66.9978619626889,178.057335561343
1019,66.0297085023259,174.058235447194
1020,67.8142858982252,192.066391951822
1021,71.4476515071247,191.177157677356
1022,70.0793233086792,189.595960181422
1023,73.7216132391354,210.223500594746
1024,66.3880066376365,159.376926005903
1025,68.1960877832841,189.874929158184
1026,68.2753597268864,176.179068841408
1027,65.939647420795,177.285414729857
1028,66.8718778782401,170.323957507193
1029,66.1980089454775,165.933327485891
1030,73.3030102192602,232.250643278525
1031,69.2850360858696,206.883393042889
1032,71.7697616639065,200.356448013113
1033,63.6394826469139,163.257901840427
1034,72.1615449731694,188.913332426328
1035,72.0032804408459,207.542120793402
1036,68.1658368140247,173.456455329526
1037,69.0848967998428,189.856785924252
1038,67.1884505190303,169.890822911143
1039,63.6150187831657,160.787653754239
1040,71.7206116065485,211.007580137624
1041,70.4751258360072,193.857356069757
1042,72.8675874434281,217.335253299588
1043,68.1628438201794,176.741831285592
1044,69.6791496982697,203.317012295753
1045,63.0000474918155,165.555965906858
1046,71.758125042279,211.737441830037
1047,71.6296782559616,201.50381284692
1048,71.0641053823961,200.684159640694
1049,70.1151444079114,189.532927026649
1050,70.4488743514707,206.499744183883
1051,68.541467407648,173.299721611495
1052,71.3339207759372,221.122033631478
1053,67.1809386261221,169.829453896223
1054,73.106344278894,219.786604201796
1055,70.8874866086991,182.887947720361
1056,71.9102260205694,198.078825480167
1057,73.5692978094574,216.61777777797
1058,69.8015752287252,203.258375100339
1059,70.6278697921492,185.246976614569
1060,66.3145767354902,148.265730183655
1061,70.2693597330089,192.307026835925
1062,70.9787025892809,206.522974050485
1063,70.3150663683053,181.789408810838
1064,71.513700527161,212.72870492711
1065,70.9985462096108,195.959044747928
1066,66.6953092197976,155.128964521951
1067,72.6589995697388,207.506378684704
1068,66.510042769778,181.938176062062
1069,66.5782346185595,164.117030445541
1070,66.724680167423,185.313911322154
1071,69.2955464784272,178.175369775758
1072,68.3229823060042,178.41318865345
1073,65.7979530477724,162.027735634929
1074,70.1237614326212,217.425674975721
1075,69.0640886145382,189.806645514336
1076,70.907736687617,197.216551955857
1077,66.7541298089417,178.382812540571
1078,68.5893591252093,178.045313954736
1079,70.9737877713209,184.982601283505
1080,63.1785973050145,153.606833081922
1081,69.903210979087,221.897619021438
1082,67.7337208766801,175.564339661591
1083,71.0929562627261,198.829117326426
1084,70.1217961506218,189.279522505883
1085,65.788024186045,166.276987710018
1086,71.5072424097625,202.51845754879
1087,71.7154979726929,220.273900961904
1088,71.4544113112009,213.33659253863
1089,69.3856358757495,171.331248469425
1090,70.151264910493,191.568259905213
1091,72.1091123164682,200.701730727388
1092,71.6202858302892,208.755718174636
1093,69.20709958564,172.775162679409
1094,71.1056269376139,188.839285203562
1095,67.0683040230582,187.573493767063
1096,75.9999570462348,224.440459195823
1097,67.9863735952195,170.276247779189
1098,69.3813459840736,197.28144431614
1099,71.423946436313,195.364915235699
1100,70.4713972712467,198.419138481736
1101,71.859848860773,196.351299762106
1102,72.7161660256644,195.356431283068
1103,72.9213671359476,213.924486409781
1104,71.7617473109073,201.315770747422
1105,74.6691968221783,227.460303839897
1106,67.3237143198475,157.029935498149
1107,70.5550039573969,192.260745340535
1108,65.180936559831,169.459630912183
1109,69.7310134328264,197.639549584084
1110,71.7514225465602,215.935393918098
1111,68.9704141815399,173.29234430926
1112,65.0412211274532,163.004141133667
1113,70.0208093261174,208.609783230505
1114,71.0348292167102,202.039446006115
1115,72.8715387429678,229.740753102393
1116,71.9202218421528,202.609274682145
1117,73.9677226935135,227.022346935739
1118,65.6645179140051,166.44368093132
1119,70.8579319787426,187.105363830888
1120,68.1565892187146,181.051742367739
1121,67.1779165872217,175.352108616357
1122,70.8569501677738,197.727299041801
1123,63.8109745499868,166.461037984827
1124,66.9495911176366,166.441384916996
1125,70.2806922973296,187.258692333223
1126,70.3234932488186,186.065532235059
1127,70.5660638405893,205.052685186402
1128,69.2941675737702,189.463363575212
1129,74.3892257028474,210.14431213831
1130,66.8923146946385,186.204005825044
1131,73.6215439658806,206.492212937395
1132,69.0905631901075,189.21364600271
1133,67.5420227771115,168.761479501684
1134,62.9219488933032,144.170644410384
1135,68.8501522535562,187.578704206314
1136,69.6117828468981,193.635366334802
1137,69.515658538578,185.348836960862
1138,69.1069169741858,188.245103226897
1139,66.8227632176705,166.171185085083
1140,71.1121440756254,202.357719518503
1141,67.761713150215,191.544633956937
1142,66.5607406026772,162.01808755915
1143,67.1025195408383,175.957982681998
1144,69.5821112394664,193.367198069336
1145,72.2804004250609,192.691521628113
1146,69.2076661054548,186.177473787603
1147,69.0264745471975,198.014376792176
1148,65.4350594576355,167.727961678569
1149,68.4655715588414,200.010156872524
1150,71.9630151795891,199.981620301624
1151,73.7595502260715,217.219800777168
1152,70.5325130216882,194.302259302534
1153,69.0133350151182,190.513513766847
1154,73.611985368161,236.780537487324
1155,68.4910721358846,181.211239129842
1156,64.091613053367,151.643103482541
1157,67.972159825298,170.715693118665
1158,70.834553554723,197.3886664785
1159,71.647579805356,200.286508731924
1160,67.3114985365535,158.435205191034
1161,68.2430018377665,186.42319775766
1162,65.4772247418039,166.654143140105
1163,70.7110301409631,204.755780077144
1164,67.1761153618309,174.579024534819
1165,67.7492068507248,178.583626608061
1166,68.4549038321081,185.377673195131
1167,72.3003078956615,194.723253157762
1168,65.402874534923,159.60544414841
1169,65.6425841377384,162.685521145423
1170,69.4424211834076,180.137520344932
1171,67.9984092613359,171.923633566188
1172,71.6927656587184,191.902095992769
1173,73.603006605303,219.512521601935
1174,67.2771975309743,176.308719672789
1175,72.1249100332093,215.443400528279
1176,68.6158120198116,194.120844891984
1177,65.2270970447013,167.115458785238
1178,66.3275173287769,166.079708289101
1179,70.0773150916612,216.624207248647
1180,66.6382691751102,171.275112569011
1181,72.9722633706646,204.491790609527
1182,74.7587524407353,209.723549650136
1183,65.8480610833912,187.546897605636
1184,66.601283321681,162.557438538084
1185,68.2379541853656,184.292560481673
1186,69.6414647695794,191.363774717338
1187,65.2524791548656,156.010575751174
1188,66.5819985137788,181.227981479645
1189,68.2566445960853,201.868142674519
1190,69.0073899850199,170.171571447315
1191,70.0646884710531,192.045217981351
1192,71.0848038405032,178.53549010833
1193,71.104247761678,185.827095200257
1194,68.5410421871881,180.666158203383
1195,69.0205130460682,177.952382199355
1196,66.8878193396546,187.581627340598
1197,68.8863667479848,197.642243684058
1198,68.3708428620063,195.122627832118
1199,66.2096172860712,182.946419068857
1200,64.6866910596959,157.016808620085
1201,67.9921137884113,172.515530483668
1202,64.7370890418541,150.05081279828
1203,70.0804399795118,203.159659639421
1204,66.4670414178992,164.318044781732
1205,72.1740783551613,186.188841932583
1206,64.5872560932148,158.374086948933
1207,74.4012095099531,223.825507204988
1208,71.2888438677571,190.077998432432
1209,65.3793247430515,158.072060406185
1210,68.0663780438904,170.986012664571
1211,64.6992944791965,155.664255314845
1212,69.5948262285148,191.525964959596
1213,72.4258059659707,228.974646724056
1214,66.7299160588956,164.907761760776
1215,68.6712873977612,178.168394075036
1216,69.5612965429514,199.494335791778
1217,72.7718748251832,211.164231978894
1218,69.4756082831272,203.021282365804
1219,69.4199123426469,185.359129586182
1220,65.8060628711679,149.240406483442
1221,71.6803477761641,214.259285867982
1222,66.351741525466,160.372738689544
1223,66.4680246923346,180.463827337715
1224,70.4765053343174,197.029178701327
1225,68.1036264821955,186.210891190217
1226,65.8316543879234,165.592195006656
1227,69.1952984648356,201.303695501329
1228,72.8810918503987,201.333186893465
1229,67.7782298018313,190.7307930902
1230,70.0260489470193,193.089736632761
1231,71.3507825807641,213.313319203983
1232,71.4657023618362,209.960397276235
1233,69.212011125578,181.214072619528
1234,68.034731117295,170.648409333435
1235,71.9674817033336,229.514503000297
1236,71.3378207273618,199.741559491755
1237,72.3943234618083,201.410929953869
1238,60.3633115596032,134.146848185454
1239,70.4644564912116,189.626283044298
1240,71.7136745905976,193.108946518177
1241,70.5426410107103,185.469880800942
1242,73.1220063070153,206.897643984916
1243,62.0638358387075,175.071171408461
1244,69.0805772727402,176.556144577618
1245,71.5107297946254,209.381199760833
1246,70.5846835183374,205.707877350487
1247,65.0310334970139,154.841142061745
1248,67.9192792827025,196.447702297553
1249,68.8908721340211,176.186841667854
1250,70.708075083398,198.759126649571
1251,64.5773120396846,150.183474291271
1252,70.9659857187419,179.231624200043
1253,68.7953827477904,187.050906024182
1254,65.4132806897686,142.593067283448
1255,65.2065329311008,163.633596622498
1256,69.9327101871935,185.429022314038
1257,66.9012117360477,168.863548479767
1258,67.2558941429024,165.264808645585
1259,68.5061009493525,164.499918603085
1260,67.7573606675094,186.09901588702
1261,66.3897787194532,165.499806679614
1262,70.2091371985465,193.953120998722
1263,68.7016969754071,193.509268905675
1264,70.7721645348325,204.439540295656
1265,74.9550649859763,221.15946610755
1266,66.3581370533707,173.355927890825
1267,66.0766957855465,171.292975369886
1268,66.8388529798032,170.077766470185
1269,72.1657566562563,204.577436307788
1270,68.2563559898149,190.390382444733
1271,69.4457147757344,178.675599056506
1272,70.4347502834248,189.906583756497
1273,72.390657222607,199.574049263885
1274,69.2270810616583,185.916021451773
1275,67.104539992369,165.37382420193
1276,70.3439986028262,177.473281889006
1277,72.3853009731566,189.16559194736
1278,70.582610325899,206.425748253995
1279,67.4031966627947,199.67971487449
1280,73.4387722959234,226.225699981621
1281,67.2019628987584,174.440823103791
1282,74.0298688238091,215.293495258098
1283,68.9027232022797,175.435302434213
1284,63.8749717459608,168.077899357531
1285,68.0738491155711,185.533758050653
1286,67.777168193215,179.864803032459
1287,69.5184361845722,189.617453817508
1288,68.4008673800895,182.259613679654
1289,68.8837165079006,181.512004045444
1290,69.7678456329977,194.604061298549
1291,65.7162499777754,174.41336406206
1292,66.227479321589,180.903575944401
1293,62.7730414686307,163.186028632591
1294,67.1292865105787,177.719799008478
1295,69.8959573133937,181.448134946726
1296,67.6875306412973,177.909685022625
1297,69.6048275739551,191.033419619927
1298,69.7022575108606,177.14909128716
1299,67.4352276783718,159.812472364942
1300,68.143078450147,188.145142121778
1301,70.4905213679766,208.764897458028
1302,70.9840710709963,192.111319555456
1303,71.2429186491898,220.261890190739
1304,68.4857245400115,186.412944993412
1305,69.2854624999697,197.194547517085
1306,64.6010455256992,140.195963341194
1307,68.7011438011813,180.223939414464
1308,68.2926466361122,176.007136256108
1309,65.7136084316278,167.828760290252
1310,67.8477490629686,153.031320830066
1311,67.407614960974,162.822942442544
1312,66.0975760266862,163.641496074105
1313,67.6122197276871,190.416503573136
1314,66.2460989997015,191.636714076471
1315,67.7276312535175,175.209963984455
1316,69.0442107029707,184.039980470244
1317,78.4620529193772,227.342564876735
1318,70.6162434515603,198.387752456214
1319,70.4044364967184,193.856769419105
1320,67.8717672334668,176.904595990082
1321,70.8509201113202,185.351532936086
1322,67.9033403504816,192.651604750575
1323,74.724139030466,207.298331446494
1324,68.3833071865262,179.164866559106
1325,75.7534457684558,226.503344326265
1326,71.0265434592106,186.229238409764
1327,70.7526469789256,202.741657260278
1328,76.2941841342612,233.503811307299
1329,69.6012779599044,192.113162775823
1330,69.5666933012413,194.984263204543
1331,69.5802082180323,196.135525888408
1332,65.8277866303781,157.607935883848
1333,67.7962143713953,184.862913284896
1334,68.3901087403571,179.352181643448
1335,64.9224230596659,158.412559422739
1336,68.4445618953093,182.449407759534
1337,72.6739936528497,206.980218180064
1338,66.0539636432144,161.557632389248
1339,61.3107984316976,150.316448600407
1340,68.274580728557,159.982314524349
1341,75.2632015265357,223.449994700595
1342,66.4702457205614,182.468057432679
1343,66.5252941069139,179.222968575523
1344,67.7503298756465,179.115883355397
1345,71.7757488487743,210.728852153638
1346,68.9974401119397,200.313015630429
1347,68.3059335930715,185.279622912512
1348,73.9644933728154,215.043888912532
1349,68.7519905246801,194.132352504809
1350,73.5732840799078,207.209460472941
1351,66.9288070076352,169.103561818858
1352,69.3517876025531,195.170813951101
1353,67.0174863178823,183.381298301548
1354,72.0605923744993,200.074044483172
1355,67.8777511152011,175.462661781329
1356,63.9432760462042,153.947203717433
1357,66.1201343232182,172.508657352486
1358,73.815245828881,208.866033768226
1359,64.7552065986994,160.975017654154
1360,67.0147175713096,188.974631866541
1361,70.8786331014574,194.073974555957
1362,67.4131518595126,168.634975042482
1363,66.9346504859662,175.040665266767
1364,64.6802313235266,176.074223023218
1365,67.3218171055081,168.744755227066
1366,68.3010221836752,194.546079562477
1367,73.8030245447724,227.435183683422
1368,66.2552250484991,176.486226930439
1369,67.7056032167863,177.256999087197
1370,65.8542048098795,178.031459645313
1371,71.8069104245931,211.36082658207
1372,65.3432032653399,155.729380273101
1373,67.968565438378,192.059873564602
1374,75.1554100851024,214.370580515003
1375,63.4089478988436,163.074353392299
1376,65.1020520682183,156.658459671895
1377,67.7269564222104,164.933108061125
1378,72.3106346028605,201.912662820293
1379,69.4432551690944,197.645645149133
1380,64.8768027516837,176.796108141724
1381,66.975152007659,188.024718066127
1382,66.908837369118,181.996286828824
1383,68.1275769262105,175.636538177126
1384,70.3879249547533,176.06487019897
1385,70.5059273766486,206.44094248033
1386,69.7695676029757,197.828357596479
1387,68.4078481982453,177.110738810674
1388,67.2940178575846,174.087727656322
1389,68.2258227677972,175.670978633246
1390,67.5335403786495,180.269693232838
1391,74.4064813701917,220.720177027006
1392,68.998446926877,181.941318051727
1393,68.3423649083619,187.633463430525
1394,69.0021652768888,188.330895833239
1395,64.8338041314194,164.596581574972
1396,73.0632933432493,216.040061430521
1397,71.6016964982537,211.031651935789
1398,70.2522527350803,190.916365269166
1399,71.0157309402509,198.272093568884
1400,69.3685765882715,187.571057528204
1401,64.1256965813375,157.663617167938
1402,70.5345782760185,204.418731071108
1403,63.3990591811379,141.056988933775
1404,71.4097165454652,207.303495880325
1405,69.877147361429,217.99483956992
1406,66.8753630492468,169.63564052088
1407,71.2501360815194,191.067619588993
1408,73.5739718915865,199.46931903045
1409,68.1679352028489,201.438831024148
1410,73.5750830263678,215.070870247718
1411,69.8954037618712,171.919035546331
1412,64.8794180795133,161.611017836206
1413,72.0330446599993,209.573666911108
1414,67.4057551244925,163.476510066492
